# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Aug  4 21:24:29 2021
#
# User preference: *
#
# CONSTRAINT:  where (pl_name_display like '%Kepler%'
# CONSTRAINT:  and pl_orbperstr > 0
# CONSTRAINT:  and pl_orbsmaxstr > 0
# CONSTRAINT:  and pl_radjstr > 0
# CONSTRAINT:  and pl_orbinclstr > 0
# CONSTRAINT:  and pl_tranmidstr > 0
# CONSTRAINT:  and st_teffstr > 0
# CONSTRAINT:  and st_radstr > 0
# CONSTRAINT:  and st_massstr > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-117 b,Kepler-117,18.79592280,0.00000750,-0.00000750,0,0.144500,0.004700,-0.001400,0,0.719,0.024,-0.024,0,88.740,0.120,-0.120,0,2454978.822040,0.000350,-0.000350,0,6150.00,110.00,-110.00,0,1.61,0.05,-0.05,0,1.13,0.13,-0.02,0
Kepler-117 c,Kepler-117,50.79039100,0.00001400,-0.00001400,0,0.280400,0.009200,-0.002800,0,1.101,0.035,-0.035,0,89.640,0.100,-0.100,0,2454968.632050,0.000250,-0.000250,0,6150.00,110.00,-110.00,0,1.61,0.05,-0.05,0,1.13,0.13,-0.02,0
Kepler-1704 b,Kepler-1704,988.88113000,0.00091000,-0.00092000,0,2.026000,0.024000,-0.031000,0,1.065,0.043,-0.041,0,89.010,0.590,-0.270,0,2455071.684590,0.000620,-0.000640,0,5745.00,88.00,-89.00,0,1.70,0.06,-0.06,0,1.13,0.04,-0.05,0
Kepler-41 b,Kepler-41,1.85555820,0.00000052,-0.00000052,0,0.031010,0.000400,-0.000400,0,1.290,0.020,-0.020,0,82.510,0.090,-0.090,0,2455187.280482,0.000051,-0.000051,0,5750.00,100.00,-100.00,0,1.29,0.02,-0.02,0,1.15,0.04,-0.04,0
Kepler-41 b,Kepler-41,1.85555820,0.00000052,-0.00000052,0,0.030970,0.000360,-0.000360,0,1.290,0.020,-0.020,0,82.510,0.090,-0.090,0,2455187.280482,0.000051,-0.000051,0,5750.00,100.00,-100.00,0,1.29,0.02,-0.02,0,1.15,0.04,-0.04,0
Kepler-422 b,Kepler-422,7.89144830,0.00000050,-0.00000050,0,0.081300,0.001400,-0.001400,0,1.150,0.110,-0.110,0,88.330,0.350,-0.350,0,2455010.250050,0.000110,-0.000110,0,5972.00,84.00,-84.00,0,1.24,0.12,-0.12,0,1.15,0.06,-0.06,0
Kepler-17 b,Kepler-17,1.48571091,0.00000021,-0.00000021,0,0.026800,0.000460,-0.000480,0,1.330,0.040,-0.040,0,87.220,0.150,-0.150,0,2455185.678033,0.000023,-0.000023,0,5781.00,85.00,-85.00,0,1.05,0.03,-0.03,0,1.16,0.06,-0.06,0
Kepler-101 b,Kepler-101,3.48768120,0.00000700,-0.00000700,0,0.047400,0.001000,-0.000800,0,0.510,0.080,-0.070,0,85.820,1.730,-1.530,0,2455088.779950,0.000410,-0.000410,0,5667.00,50.00,-50.00,0,1.56,0.20,-0.20,0,1.17,0.07,-0.05,0
Kepler-101 c,Kepler-101,6.02976000,0.00007500,-0.00007500,0,0.068400,0.001400,-0.001400,0,0.112,0.017,-0.015,0,84.600,3.400,-3.100,0,2454965.486000,0.008800,-0.008800,0,5667.00,50.00,-50.00,0,1.56,0.20,-0.20,0,1.17,0.07,-0.05,0
Kepler-12 b,Kepler-12,4.43796370,0.00000020,-0.00000020,0,0.055600,0.000700,-0.000700,0,1.695,0.028,-0.032,0,88.760,0.080,-0.080,0,2455004.008350,0.000020,-0.000020,0,5947.00,100.00,-100.00,0,1.48,0.03,-0.03,0,1.17,0.05,-0.05,0
Kepler-12 b,Kepler-12,4.43796290,0.00000060,-0.00000060,0,0.055300,0.001000,-0.001200,0,1.754,0.031,-0.036,0,88.796,0.088,-0.074,0,2455004.009150,0.000010,-0.000010,0,5947.00,100.00,-100.00,0,1.48,0.03,-0.03,0,1.17,0.05,-0.05,0
Kepler-12 b,Kepler-12,4.43796370,0.00000020,-0.00000020,0,0.055630,0.000840,-0.000850,0,1.695,0.028,-0.032,0,88.760,0.080,-0.080,0,2455004.009107,0.000020,-0.000020,0,5950.00,100.00,-100.00,0,1.48,0.03,-0.03,0,1.17,0.05,-0.05,0
Kepler-4 b,Kepler-4,3.21365800,0.00003800,-0.00003800,0,0.044900,0.002500,-0.001300,0,0.368,0.074,-0.034,0,89.200,0.800,-2.600,0,2454956.611320,0.000920,-0.000920,0,5857.00,120.00,-120.00,0,1.48,0.33,-0.13,0,1.17,0.20,-0.10,0
Kepler-412 b,Kepler-412,1.72086040,0.00000030,-0.00000030,0,0.028970,0.000930,-0.000920,0,1.341,0.044,-0.046,0,80.559,0.084,-0.079,0,2454966.021220,0.000020,-0.000020,0,5750.00,90.00,-90.00,0,1.29,0.04,-0.04,0,1.17,0.09,-0.09,0
Kepler-412 b,Kepler-412,1.72086120,0.00000005,-0.00000005,0,0.029610,0.000750,-0.000790,0,1.325,0.043,-0.043,0,80.890,0.200,-0.200,0,2454966.021033,0.000023,-0.000023,0,5750.00,90.00,-90.00,0,1.29,0.04,-0.04,0,1.17,0.09,-0.09,0
Kepler-412 b,Kepler-412,1.72086123,0.00000005,-0.00000005,0,0.029590,0.000780,-0.000780,0,1.325,0.043,-0.043,0,80.890,0.200,-0.200,0,2454966.021033,0.000023,-0.000023,0,5750.00,90.00,-90.00,0,1.29,0.04,-0.04,0,1.17,0.09,-0.09,0
Kepler-79 b,Kepler-79,13.48450000,0.00020000,-0.00020000,0,0.117000,0.002000,-0.002000,0,0.310,0.006,-0.006,0,88.780,0.070,-0.090,0,2455684.307000,0.002000,-0.002000,0,6174.00,83.00,-117.00,0,1.30,0.03,-0.03,0,1.17,0.04,-0.04,0
Kepler-79 c,Kepler-79,27.40290000,0.00080000,-0.00060000,0,0.187000,0.002000,-0.003000,0,0.332,0.007,-0.007,0,89.480,0.070,-0.090,0,2455706.475000,0.004000,-0.004000,0,6174.00,83.00,-117.00,0,1.30,0.03,-0.03,0,1.17,0.04,-0.04,0
Kepler-79 d,Kepler-79,52.09020000,0.00090000,-0.00100000,0,0.287000,0.004000,-0.004000,0,0.639,0.012,-0.014,0,89.930,0.070,-0.030,0,2455721.011000,0.002000,-0.001000,0,6174.00,83.00,-117.00,0,1.30,0.03,-0.03,0,1.17,0.04,-0.04,0
Kepler-79 e,Kepler-79,81.06590000,0.00130000,-0.00110000,0,0.386000,0.005000,-0.005000,0,0.311,0.012,-0.012,0,89.130,0.020,-0.020,0,2455702.126000,0.003000,-0.005000,0,6174.00,83.00,-117.00,0,1.30,0.03,-0.03,0,1.17,0.04,-0.04,0
Kepler-74 b,Kepler-74,7.34071100,0.00000600,-0.00000600,0,0.078130,0.000840,-0.000880,0,0.960,0.020,-0.020,0,87.460,0.070,-0.070,0,2455187.567370,0.000140,-0.000140,0,6000.00,100.00,-100.00,0,1.12,0.04,-0.04,0,1.18,0.04,-0.04,0
Kepler-74 b,Kepler-74,7.34071100,0.00000600,-0.00000600,0,0.078100,0.000700,-0.000700,0,0.960,0.020,-0.020,0,87.460,0.070,-0.070,0,2455187.567370,0.000140,-0.000140,0,6000.00,100.00,-100.00,0,1.12,0.04,-0.04,0,1.18,0.04,-0.04,0
Kepler-44 b,Kepler-44,3.24674000,0.00001800,-0.00001800,0,0.045500,0.001300,-0.001300,0,1.240,0.070,-0.070,0,83.780,0.650,-0.550,0,2454966.378100,0.000400,-0.000400,0,5757.00,134.00,-134.00,0,1.52,0.09,-0.09,0,1.19,0.10,-0.10,0
Kepler-1514 b,Kepler-1514,217.83184000,0.00012000,-0.00012000,0,0.753000,0.013000,-0.014000,0,1.108,0.023,-0.023,0,89.944,0.013,-0.010,0,2455071.814110,0.000460,-0.000460,0,6145.00,99.00,-80.00,0,1.29,0.03,-0.03,0,1.20,0.07,-0.06,0
Kepler-1514 c,Kepler-1514,10.51418100,0.00003900,-0.00003900,0,0.099700,0.001800,-0.001800,0,0.105,0.005,-0.004,0,87.980,1.200,-0.400,0,2454957.054600,0.003400,-0.003600,0,6145.00,99.00,-80.00,0,1.29,0.03,-0.03,0,1.20,0.07,-0.06,0
Kepler-434 b,Kepler-434,12.87470990,0.00000100,-0.00000100,0,0.114200,0.002900,-0.003000,0,1.130,0.260,-0.180,0,86.460,0.380,-0.740,0,2455003.022830,0.000420,-0.000420,0,5970.00,100.00,-100.00,0,1.38,0.13,-0.13,0,1.20,0.09,-0.09,0
Kepler-434 b,Kepler-434,12.87470990,0.00000500,-0.00000500,0,0.114300,0.003000,-0.003000,0,1.130,0.260,-0.180,0,86.460,0.380,-0.740,0,2455003.022830,0.000420,-0.000420,0,5977.00,95.00,-95.00,0,1.38,0.13,-0.13,0,1.20,0.09,-0.09,0
Kepler-76 b,Kepler-76,1.54492870,0.00000027,-0.00000027,0,0.027800,0.001500,-0.001600,0,1.250,0.080,-0.080,0,78.000,0.200,-0.200,0,2454966.548110,0.000070,-0.000070,0,6409.00,95.00,-95.00,0,1.32,0.08,-0.08,0,1.20,0.20,-0.20,0
Kepler-76 b,Kepler-76,1.54492980,0.00000040,-0.00000040,0,0.027400,0.002000,-0.001900,0,1.360,0.120,-0.120,0,77.550,0.200,-0.170,0,2454966.548410,0.000010,-0.000020,0,6409.00,95.00,-95.00,0,1.32,0.08,-0.08,0,1.20,0.20,-0.20,0
Kepler-44 b,Kepler-44,3.24672200,0.00000730,-0.00000730,0,0.045700,0.001700,-0.001700,0,1.200,0.110,-0.110,0,84.300,0.830,-0.830,0,2455067.026800,0.000150,-0.000150,0,5757.00,134.00,-134.00,0,1.46,0.12,-0.12,0,1.21,0.13,-0.13,0
Kepler-6 b,Kepler-6,3.23469960,0.00000040,-0.00000040,0,0.048520,0.000740,-0.001330,0,1.304,0.018,-0.033,0,88.930,0.190,-0.170,0,2454954.486528,0.000009,-0.000012,0,5647.00,44.00,-44.00,0,1.39,0.02,-0.03,0,1.21,0.04,-0.04,0
Kepler-6 b,Kepler-6,3.23472300,0.00001700,-0.00001700,0,0.045670,0.000550,-0.000460,0,1.323,0.026,-0.029,0,86.800,0.300,-0.300,0,2454954.486360,0.000140,-0.000140,0,5647.00,44.00,-44.00,0,1.39,0.02,-0.03,0,1.21,0.04,-0.04,0
Kepler-8 b,Kepler-8,3.52254000,0.00003000,-0.00005000,0,0.048300,0.000600,-0.001200,0,1.419,0.056,-0.058,0,84.070,0.330,-0.330,0,2454954.118200,0.000300,-0.000400,0,6213.00,150.00,-150.00,0,1.49,0.05,-0.06,0,1.21,0.07,-0.06,0
Kepler-8 b,Kepler-8,3.52249910,0.00000070,-0.00000070,0,0.047400,0.001800,-0.002100,0,1.416,0.053,-0.062,0,83.978,0.036,-0.033,0,2454954.119310,0.000020,-0.000020,0,6213.00,150.00,-150.00,0,1.49,0.05,-0.06,0,1.21,0.07,-0.06,0
Kepler-8 b,Kepler-8,3.52249905,0.00000083,-0.00000083,0,0.048350,0.000830,-0.000890,0,1.419,0.056,-0.058,0,84.070,0.330,-0.330,0,2455003.433596,0.000064,-0.000064,0,6210.00,150.00,-150.00,0,1.49,0.05,-0.06,0,1.21,0.07,-0.06,0
Kepler-1647 b,Kepler-1647,1107.59230000,0.02270000,-0.02270000,0,2.720500,0.007000,-0.007000,0,1.059,0.012,-0.012,0,90.097,0.004,-0.004,0,2454998.497200,0.004900,-0.004900,0,6210.00,100.00,-100.00,0,1.79,0.01,-0.01,0,1.22,0.01,-0.01,0
Kepler-4 b,Kepler-4,3.21346000,0.00022000,-0.00022000,0,0.045600,0.000900,-0.000900,0,0.357,0.019,-0.019,0,89.760,0.240,-2.050,0,2454956.612700,0.001500,-0.001500,0,5857.00,120.00,-120.00,0,1.49,0.07,-0.08,0,1.22,0.05,-0.09,0
Kepler-8 b,Kepler-8,3.52250470,0.00000760,-0.00000760,0,0.048500,0.001200,-0.001200,0,1.381,0.037,-0.037,0,84.230,0.160,-0.160,0,2454954.118440,0.000180,-0.000180,0,6213.00,150.00,-150.00,0,1.50,0.04,-0.04,0,1.23,0.07,-0.07,0
Kepler-107 b,Kepler-107,3.18002180,0.00000290,-0.00000290,0,0.045440,0.000350,-0.000350,0,0.137,0.002,-0.002,0,89.050,0.670,-0.670,0,2455701.084140,0.000370,-0.000370,0,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0
Kepler-107 c,Kepler-107,4.90145200,0.00001000,-0.00001000,0,0.060640,0.000470,-0.000470,0,0.142,0.002,-0.002,0,89.490,0.340,-0.440,0,2455697.018290,0.000790,-0.000790,0,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0
Kepler-107 d,Kepler-107,7.95839000,0.00012000,-0.00012000,0,0.083770,0.000650,-0.000650,0,0.077,0.005,-0.005,0,87.550,0.640,-0.480,0,2455702.954700,0.006000,-0.006000,0,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0
Kepler-107 e,Kepler-107,14.74914300,0.00001900,-0.00001900,0,0.126390,0.000990,-0.000990,0,0.259,0.003,-0.003,0,89.670,0.220,-0.220,0,2455694.485500,0.000460,-0.000460,0,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0
Kepler-410 A b,Kepler-410 A,17.83363130,0.00000430,-0.00000430,0,0.122600,0.004700,-0.004700,0,0.236,0.002,-0.002,0,87.744,0.003,-0.003,0,2455014.237650,0.000220,-0.000220,0,6304.00,156.96,-125.63,0,1.43,0.06,-0.08,0,1.24,0.25,-0.15,0
Kepler-43 b,Kepler-43,3.02409330,0.00000270,-0.00000270,0,0.044000,0.001300,-0.001300,0,1.115,0.041,-0.041,0,84.890,0.210,-0.210,0,2455068.235237,0.000054,-0.000054,0,6041.00,143.00,-143.00,0,1.33,0.05,-0.05,0,1.24,0.11,-0.11,0
Kepler-43 b,Kepler-43,3.02409309,0.00000020,-0.00000020,0,0.044360,0.000460,-0.000470,0,1.160,0.040,-0.030,0,84.570,0.180,-0.370,0,2455095.452270,0.000050,-0.000050,0,6050.00,100.00,-100.00,0,1.38,0.05,-0.03,0,1.27,0.04,-0.04,0
Kepler-43 b,Kepler-43,3.02409309,0.00000020,-0.00000020,0,0.044400,0.000500,-0.000500,0,1.160,0.040,-0.030,0,84.570,0.180,-0.370,0,2455095.452270,0.000050,-0.000050,0,6050.00,100.00,-100.00,0,1.38,0.05,-0.03,0,1.27,0.04,-0.04,0
Kepler-105 b,Kepler-105,5.41220000,0.00002000,-0.00002000,0,0.066000,0.003000,-0.003000,0,0.429,0.136,-0.136,0,85.940,1.870,-3.880,0,2454966.142400,,,0,6397.00,95.00,-95.00,0,1.58,0.53,-0.37,0,1.28,0.12,-0.19,0
Kepler-7 b,Kepler-7,4.88549480,0.00000820,-0.00000820,0,0.061300,0.001800,-0.001800,0,1.602,0.076,-0.076,0,85.310,0.430,-0.430,0,2454967.275980,0.000110,-0.000110,0,5933.00,50.00,-50.00,0,1.97,0.08,-0.08,0,1.28,0.11,-0.11,0
Kepler-33 b,Kepler-33,5.66793000,0.00012000,-0.00012000,0,0.067700,0.001400,-0.001400,0,0.155,0.016,-0.016,0,86.390,0.960,-1.620,0,2454964.898100,0.007500,-0.007500,0,5904.00,47.00,-47.00,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0
Kepler-33 c,Kepler-33,13.17562000,0.00014000,-0.00014000,0,0.118900,0.002500,-0.002500,0,0.285,0.027,-0.027,0,88.190,0.580,-1.060,0,2454976.676400,0.004200,-0.004200,0,5904.00,47.00,-47.00,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0
Kepler-33 d,Kepler-33,21.77596000,0.00011000,-0.00011000,0,0.166200,0.003500,-0.003500,0,0.477,0.044,-0.044,0,88.710,0.610,-0.480,0,2455022.634200,0.001800,-0.001800,0,5904.00,47.00,-47.00,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0
Kepler-33 e,Kepler-33,31.78440000,0.00039000,-0.00039000,0,0.213800,0.004500,-0.004500,0,0.359,0.034,-0.034,0,88.940,0.450,-0.350,0,2454968.871500,0.004800,-0.004800,0,5904.00,47.00,-47.00,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0
Kepler-33 f,Kepler-33,41.02902000,0.00042000,-0.00042000,0,0.253500,0.005400,-0.005400,0,0.398,0.037,-0.037,0,89.170,0.330,-0.420,0,2455005.576300,0.004000,-0.004000,0,5904.00,47.00,-47.00,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0
Kepler-39 b,Kepler-39,21.08721000,0.00003700,-0.00003700,0,0.163500,0.002700,-0.002800,0,1.240,0.090,-0.100,0,89.070,0.220,-0.220,0,2455942.607080,0.000240,-0.000240,0,6350.00,100.00,-100.00,0,1.40,0.10,-0.10,0,1.29,0.06,-0.07,0
Kepler-39 b,Kepler-39,21.08721000,0.00003700,-0.00003700,0,0.164000,0.003000,-0.003000,0,1.240,0.090,-0.100,0,89.070,0.220,-0.220,0,2455942.607080,0.000240,-0.000240,0,6350.00,100.00,-100.00,0,1.40,0.10,-0.10,0,1.29,0.06,-0.07,0
Kepler-5 b,Kepler-5,3.54846900,0.00001500,-0.00001500,0,0.049670,0.000530,-0.000470,0,1.210,0.035,-0.030,0,87.100,1.000,-0.600,0,2454955.900590,0.000360,-0.000360,0,6297.00,60.00,-60.00,0,1.54,0.06,-0.04,0,1.30,0.04,-0.04,0
Kepler-91 b,Kepler-91,6.24658000,0.00008000,-0.00008000,0,0.073100,0.003400,-0.003100,0,1.367,0.069,-0.060,0,69.680,0.670,-0.570,0,2454969.395800,0.000200,-0.000200,0,4550.00,75.00,-75.00,0,6.30,0.16,-0.16,0,1.31,0.10,-0.10,0
Kepler-43 b,Kepler-43,3.02409490,0.00000060,-0.00000060,0,0.046000,0.002600,-0.002500,0,1.219,0.065,-0.064,0,84.646,0.107,-0.091,0,2454965.416240,0.000020,-0.000020,0,6041.00,143.00,-143.00,0,1.42,0.07,-0.07,0,1.32,0.09,-0.09,0
Kepler-43 b,Kepler-43,3.02409500,0.00002100,-0.00002100,0,0.044900,0.001000,-0.001000,0,1.200,0.060,-0.060,0,84.350,0.470,-0.400,0,2454965.415900,0.000600,-0.000600,0,6041.00,143.00,-143.00,0,1.42,0.07,-0.07,0,1.32,0.09,-0.09,0
Kepler-432 b,Kepler-432,52.50112900,0.00006700,-0.00005300,0,0.301000,0.016000,-0.011000,0,1.145,0.036,-0.039,0,88.170,0.610,-0.330,0,2455949.537400,0.001100,-0.001200,0,4995.00,78.00,-78.00,0,4.06,0.12,-0.08,0,1.32,0.10,-0.07,0
Kepler-21 b,Kepler-21,2.78575500,0.00003100,-0.00003400,0,0.042507,0.000098,-0.000119,0,0.146,0.003,-0.004,0,82.580,0.280,-0.310,0,2455093.836900,0.001600,-0.001600,0,6131.00,44.00,-44.00,0,1.86,0.02,-0.02,0,1.34,0.01,-0.01,0
Kepler-432 b,Kepler-432,52.50097000,0.00021000,-0.00021000,0,0.303400,0.008900,-0.008900,0,1.120,0.036,-0.036,0,88.900,1.300,-1.300,0,2455477.029060,0.001400,-0.001400,0,4850.00,100.00,-100.00,0,4.16,0.12,-0.12,0,1.35,0.10,-0.10,0
Kepler-432 b,Kepler-432,52.50113000,0.00011000,-0.00011000,0,0.302500,0.006400,-0.005600,0,1.145,0.036,-0.039,0,88.170,0.610,-0.330,0,2455949.537400,0.001800,-0.001800,0,4995.00,78.00,-78.00,0,4.12,0.12,-0.08,0,1.35,0.10,-0.07,0
Kepler-7 b,Kepler-7,4.88552500,0.00004000,-0.00004000,0,0.062240,0.001090,-0.000840,0,1.478,0.050,-0.051,0,86.500,0.400,-0.400,0,2454967.275710,0.000140,-0.000140,0,5933.00,44.00,-44.00,0,1.84,0.05,-0.07,0,1.35,0.07,-0.05,0
Kepler-7 b,Kepler-7,4.88548920,0.00000090,-0.00000090,0,0.060670,0.000590,-0.000590,0,1.622,0.013,-0.013,0,85.161,0.055,-0.054,0,2454967.276870,0.000030,-0.000020,0,5933.00,44.00,-44.00,0,1.97,0.01,-0.01,0,1.36,0.03,-0.03,0
Kepler-5 b,Kepler-5,3.54846570,0.00000070,-0.00000070,0,0.053800,0.001500,-0.002100,0,1.426,0.036,-0.051,0,89.140,0.440,-0.320,0,2454955.901440,0.000020,-0.000020,0,6297.00,60.00,-60.00,0,1.79,0.04,-0.06,0,1.37,0.04,-0.06,0
Kepler-5 b,Kepler-5,3.54846250,0.00000100,-0.00000100,0,0.050710,0.000510,-0.000640,0,1.431,0.047,-0.047,0,86.300,0.500,-0.500,0,2455005.579469,0.000075,-0.000075,0,6297.00,60.00,-60.00,0,1.79,0.04,-0.06,0,1.37,0.04,-0.06,0
Kepler-5 b,Kepler-5,3.54846000,0.00003200,-0.00003200,0,0.050640,0.000700,-0.000700,0,1.431,0.041,-0.052,0,86.300,0.500,-0.500,0,2454955.901220,0.000210,-0.000210,0,6297.00,60.00,-60.00,0,1.79,0.04,-0.06,0,1.37,0.04,-0.06,0
Kepler-419 b,Kepler-419,69.75470000,0.00090000,-0.00090000,0,0.370400,0.006400,-0.006800,0,0.960,0.120,-0.120,0,88.950,0.140,-0.170,0,2455238.315400,0.000600,-0.000600,0,6430.00,79.00,-79.00,0,1.75,0.08,-0.07,0,1.39,0.08,-0.07,0
Kepler-74 b,Kepler-74,7.34071800,0.00000100,-0.00000100,0,0.084000,0.014000,-0.014000,0,1.320,0.140,-0.140,0,85.550,0.960,-0.960,0,2454967.345300,0.000300,-0.000300,0,6050.00,110.00,-110.00,0,1.51,0.14,-0.14,0,1.40,0.14,-0.11,0
Kepler-21 b,Kepler-21,2.78578000,0.00003000,-0.00003000,0,0.042717,0.000000,0.000000,0,0.146,0.002,-0.001,0,83.200,0.280,-0.260,0,2456798.718800,0.000100,-0.000100,0,6305.00,50.00,-50.00,0,1.90,0.02,-0.01,0,1.41,0.02,-0.03,0
Kepler-7 b,Kepler-7,4.88549220,0.00000380,-0.00000380,0,0.063240,0.000990,-0.000990,0,1.649,0.038,-0.038,0,85.320,0.160,-0.160,0,2455074.756840,0.000053,-0.000053,0,5933.00,50.00,-50.00,0,2.03,0.04,-0.04,0,1.41,0.10,-0.10,0
Kepler-7 b,Kepler-7,4.88548860,0.00000130,-0.00000130,0,0.063300,0.001200,-0.001300,0,1.649,0.030,-0.030,0,85.320,0.160,-0.160,0,2455094.298833,0.000056,-0.000056,0,5933.00,50.00,-50.00,0,2.03,0.03,-0.03,0,1.41,0.08,-0.08,0
Kepler-40 b,Kepler-40,6.87349000,0.00064000,-0.00064000,0,0.079500,0.002700,-0.002700,0,1.270,0.170,-0.170,0,86.500,3.500,-3.600,0,2455005.518580,0.000500,-0.000500,0,6510.00,100.00,-100.00,0,2.24,0.25,-0.25,0,1.42,0.14,-0.14,0
Kepler-1658 b,Kepler-1658,3.84937278,0.00000080,-0.00000080,0,0.054400,0.000700,-0.000700,0,1.070,0.050,-0.050,0,76.520,0.580,-0.590,0,2455005.924100,0.000169,-0.000167,0,6216.00,78.00,-78.00,0,2.89,0.13,-0.11,0,1.45,0.06,-0.06,0
Kepler-40 b,Kepler-40,6.87316970,0.00000960,-0.00000960,0,0.080400,0.003100,-0.003500,0,1.440,0.110,-0.110,0,85.470,0.940,-0.940,0,2455204.839960,0.000200,-0.000200,0,6510.00,100.00,-100.00,0,2.48,0.17,-0.17,0,1.46,0.18,-0.18,0
Kepler-40 b,Kepler-40,6.87316970,0.00000960,-0.00000960,0,0.080200,0.004500,-0.004500,0,1.440,0.130,-0.130,0,85.470,0.940,-0.940,0,2455204.839960,0.000200,-0.000200,0,6510.00,100.00,-100.00,0,2.48,0.20,-0.20,0,1.46,0.25,-0.25,0
Kepler-433 b,Kepler-433,5.33408384,0.00000110,-0.00000110,0,0.067900,0.002700,-0.002700,0,1.450,0.160,-0.160,0,89.210,0.520,-0.900,0,2454964.981520,0.000150,-0.000150,0,6360.00,140.00,-140.00,0,2.26,0.25,-0.25,0,1.46,0.17,-0.17,0
Kepler-433 b,Kepler-433,5.33408380,0.00000110,-0.00000110,0,0.067800,0.002500,-0.002800,0,1.450,0.160,-0.160,0,89.210,0.520,-0.900,0,2454964.981520,0.000150,-0.000150,0,6340.00,140.00,-140.00,0,2.26,0.25,-0.25,0,1.46,0.17,-0.17,0
Kepler-40 b,Kepler-40,6.87349000,0.00064000,-0.00064000,0,0.080000,0.003000,-0.003000,0,1.170,0.040,-0.040,0,89.700,0.300,-0.100,0,2455005.519800,0.002400,-0.002400,0,6510.00,100.00,-100.00,0,2.13,0.06,-0.06,0,1.48,0.06,-0.06,0
Kepler-435 b,Kepler-435,8.60015360,0.00000180,-0.00000180,0,0.094900,0.001800,-0.001900,0,1.990,0.180,-0.180,0,85.510,0.520,-0.520,0,2455010.642410,0.000400,-0.000400,0,6090.00,110.00,-110.00,0,3.21,0.30,-0.30,0,1.54,0.09,-0.09,0
